Name,Query,TransfermarktId
Benny Feilhaber,benny-feilhaber,33118
Ola John,ola-john,124550
André Martins,andre-martins,90367
Edenílson,edenilson,1116868
Nacho Monreal,nacho-monreal,43003
Bafétimbi Gomis,bafetimbi-gomis,22388
Nicolás Pareja,nicolas-pareja,41281
Dale Stephens,dale-stephens,49755
Hernâni,hernani,172142
Jack Colback,jack-colback,61644
Wayne Rooney,wayne-rooney,3332
Keylor Navas,keylor-navas,79422
James McArthur,james-mcarthur,41416
Ricardo Kishna,ricardo-kishna,159026
Markus Henriksen,markus-henriksen,122011
Ignacio Piatti,ignacio-piatti,37433
Diego Buonanotte,diego-buonanotte,45646
Alexandru Epureanu,alexandru-epureanu,45340
Joel Robles,joel-robles,101118
Mario Suárez,mario-suarez,37337
Gareth Bale,gareth-bale,39381
James Collins,james-collins,12691
Tranquillo Barnetta,tranquillo-barnetta,6645
Jakub Brabec,jakub-brabec,112948
Siphiwe Tshabalala,siphiwe-tshabalala,37735
Ivan Ordets,ivan-ordets,118850
Rio Mavuba,rio-mavuba,14949
Pierre-Emile Højbjerg,pierre-emile-hojbjerg,167799
Fernando Torres,fernando-torres,7767
Rhodolfo,rhodolfo,55322
Alessandro Matri,alessandro-matri,40660
Salvatore Bocchetti,salvatore-bocchetti,42678
Cristian Zapata,cristian-zapata,34344
Pablo Hernández,pablo-hernandez,46220
Hélder Costa,helder-costa,173900
Douglas,douglas,58426
Ross Barkley,ross-barkley,131978
Abdoulaye Doucouré,abdoulaye-doucoure,127187
Simon Tibbling,simon-tibbling,192985
Alexander Esswein,alexander-esswein,45662
Matthew Lowton,matthew-lowton,102258
Vladimir Gabulov,vladimir-gabulov,24131
Saphir Taïder,saphir-taider,144779
Dimitri Payet,dimitri-payet,37647
Nils Petersen,nils-petersen,42936
James Troisi,james-troisi,52585
Lars Stindl,lars-stindl,48298
Felipe Pardo,felipe-pardo,76924
Diego Arias,diego-arias,77277
Lucas Pérez,lucas-perez,73185
João Aurélio,joao-aurelio,84711
Franco Armani,franco-armani,119634
Alessandro Gamberini,alessandro-gamberini,16868
Claudio Marchisio,claudio-marchisio,44716
Luís Leal,luis-leal,158419
Fernando Manríquez,fernando-manriquez,103251
Ben Rienstra,ben-rienstra,64506
Chris Löwe,chris-lowe,55125
Luca Antonelli,luca-antonelli,45565
Sebastián Leto,sebastian-leto,39256
Matt Phillips,matt-phillips,77274
Stijn Schaars,stijn-schaars,4698
Wes Hoolahan,wes-hoolahan,24589
Axel Witsel,axel-witsel,35047
Marcelo,marcelo,44501
Júlio César,julio-cesar,22412
Victor Anichebe,victor-anichebe,39532
Victor Andrade,victor-andrade,203323
Bruno César,bruno-cesar,110074
Kamohelo Mokotjo,kamohelo-mokotjo,108601
Jaume Costa,jaume-costa,65318
Vincenzo Grifo,vincenzo-grifo,185077
Mikhail Kerzhakov,mikhail-kerzhakov,27706
Miralem Sulejmani,miralem-sulejmani,36080
Conor Hourihane,conor-hourihane,61653
Ewerton,ewerton,149249
Steven Caulker,steven-caulker,121280
Samu Saiz,samu-saiz,131506
Gyasi Zardes,gyasi-zardes,254230
Ryan Babel,ryan-babel,16135
Bebé,bebe,153427
Vladislav Stoyanov,vladislav-stoyanov,81659
Fabián Castillo,fabian-castillo,131096
Christian Noboa,christian-noboa,45858
Dmitriy Poloz,dmitriy-poloz,98539
Jonas Lössl,jonas-lossl,48870
Thomas Meunier,thomas-meunier,100986
Hasan Ali Kaldırım,hasan-ali-kaldirim,55605
Rafinha,rafinha,129473
Hugo Mallo,hugo-mallo,119905
Luciano Aued,luciano-aued,55856
Mohamed Elyounoussi,mohamed-elyounoussi,186644
Oussama Tannane,oussama-tannane,235540
Daniel Bocanegra,daniel-bocanegra,129257
Ersan Gülüm,ersan-gulum,44982
Michel Vorm,michel-vorm,26276
Dani Castellano,dani-castellano,64363
Leon Balogun,leon-balogun,56100
Franco Jara,franco-jara,75035
Arnaud Souquet,arnaud-souquet,111058
Kasper Schmeichel,kasper-schmeichel,16911
Mikel Merino,mikel-merino,338424
Charlie Adam,charlie-adam,28990
Alphonse Areola,alphonse-areola,120629
Karim Rekik,karim-rekik,182579
Mitchell Dijks,mitchell-dijks,187245
Miguel Layún,miguel-layun,58576
William Dutoit,william-dutoit,156384
Omar El Kaddouri,omar-el-kaddouri,73097
Lionel Messi,lionel-messi,28003
Olcay Şahan,olcay-sahan,36200
Gary Medel,gary-medel,60889
Chisamba Lungu,chisamba-lungu,151197
Diego Carlos,diego-carlos,329145
Ricardo Laborde,ricardo-laborde,72458
José María Basanta,jose-maria-basanta,55997
Cristiano Ronaldo,cristiano-ronaldo,8198
José Enrique,jose-enrique,35571
Stefan Ilsanker,stefan-ilsanker,40074
Orbelín Pineda,orbelin-pineda,334042
Jonathan Orozco,jonathan-orozco,53592
Robin Knoche,robin-knoche,94201
Vadis Odjidja-Ofoe,vadis-odjidja-ofoe,38388
Diego Castro,diego-castro,57791
Cristiano,cristiano,33739
Bacary Sagna,bacary-sagna,26764
Enzo Kalinski,enzo-kalinski,67818
Sergej Milinković-Savić,sergej-milinkovic-savic,266302
Neil Taylor,neil-taylor,67416
Brad Jones,brad-jones,4042
Andrés Cubas,andres-cubas,323872
Konstantinos Mitroglou,konstantinos-mitroglou,34944
Sergi Samper,sergi-samper,181112
Nélson Lenho,nelson-lenho,58181
Robin Quaison,robin-quaison,206542
Jony,jony,228761
Zoltán Gera,zoltan-gera,18324
Gabriel Hauche,gabriel-hauche,54845
Adrián González,adrian-gonzalez,44073
Patrick van Aanholt,patrick-van-aanholt,52119
Facundo Ferreyra,facundo-ferreyra,93795
Luciano Narsingh,luciano-narsingh,72462
Jasper Cillessen,jasper-cillessen,146227
Armando Izzo,armando-izzo,32113
Yunus Mallı,yunus-malli,85352
Jelle Vossen,jelle-vossen,42748
David Soria,david-soria,226012
Lukas Podolski,lukas-podolski,15185
Nathan Redmond,nathan-redmond,129078
Esteban Paredes,esteban-paredes,79022
Nordin Amrabat,nordin-amrabat,55619
Manuel Locatelli,manuel-locatelli,265088
Román Martínez,roman-martinez,53134
Frank Acheampong,frank-acheampong,157160
Maximilian Arnold,maximilian-arnold,117674
Cristiano Piccini,cristiano-piccini,163086
Nicolas Lombaerts,nicolas-lombaerts,20587
Javier Aquino,javier-aquino,111082
Mariano,mariano,54155
Johnny Herrera,johnny-herrera,10582
Matías Kranevitter,matias-kranevitter,240900
Roberto Pereyra,roberto-pereyra,112302
Danilo,danilo,145707
Guillermo Fernández,guillermo-fernandez,142023
Jack Butland,jack-butland,128899
Josué,josue,52910
André Schürrle,andre-schurrle,58205
Macnelly Torres,macnelly-torres,63198
Sergi Roberto,sergi-roberto,85370
Petros,petros,200558
Burgui,burgui,246277
Daniel Podence,daniel-podence,256977
Ljubomir Fejsa,ljubomir-fejsa,46110
Dries Mertens,dries-mertens,56416
Felix Klaus,felix-klaus,89591
Alberto Costa,alberto-costa,877139
Éder,eder,84481
Marco Verratti,marco-verratti,102558
Nicolás Tagliafico,nicolas-tagliafico,131225
Vitaliy Denisov,vitaliy-denisov,25823
João Pedro,joao-pedro,626724
Enner Valencia,enner-valencia,139503
Maximilian Philipp,maximilian-philipp,143891
Naby Keïta,naby-keita,302215
Blaise Matuidi,blaise-matuidi,33923
Franck Tabanou,franck-tabanou,66413
David Alaba,david-alaba,59016
Martín Cáceres,martin-caceres,54935
Milot Rashica,milot-rashica,291739
Iván Piris,ivan-piris,125251
Toshihiro Aoyama,toshihiro-aoyama,106035
Martin Hinteregger,martin-hinteregger,85789
James Chester,james-chester,73482
Maxime Lestienne,maxime-lestienne,96454
Riccardo Meggiorini,riccardo-meggiorini,28936
Chris Smalling,chris-smalling,103427
Darko Brasanac,darko-brasanac,95641
Ezequiel Garay,ezequiel-garay,35939
Yuto Nagatomo,yuto-nagatomo,79522
Ola Toivonen,ola-toivonen,36500
Felipe Caicedo,felipe-caicedo,37834
Andrea Consigli,andrea-consigli,35865
Romelu Lukaku,romelu-lukaku,96341
Rui Fonte,rui-fonte,9335
Joël Veltman,joel-veltman,111195
Felipe Gutiérrez,felipe-gutierrez,133089
Lucas Alario,lucas-alario,193782
Artem Dzyuba,artem-dzyuba,48067
Fábio Coentrão,fabio-coentrao,33648
Juan Jesus,juan-jesus,121985
Ruud Vormer,ruud-vormer,45864
Wendell,wendell,228433
Ciro Immobile,ciro-immobile,105521
Thomas Delaney,thomas-delaney,91849
Moussa Sow,moussa-sow,22382
Marcos Lopes,marcos-lopes,1065833
Guilherme,guilherme,54160
Gelson Fernandes,gelson-fernandes,20081
Aykut Demir,aykut-demir,37722
Pape Souaré,pape-souare,125868
Antonio Candreva,antonio-candreva,25488
Harry Kane,harry-kane,132098
Damián Musto,damian-musto,67823
Godfred Donsah,godfred-donsah,291266
Lucas Tousart,lucas-tousart,353948
Lars Bender,lars-bender,30059
Geoffrey Kondogbia,geoffrey-kondogbia,127189
Jonathan Calleri,jonathan-calleri,284727
Mariano Andújar,mariano-andujar,35491
Lucas Andersen,lucas-andersen,148344
Christian Benteke,christian-benteke,50201
Samu García,samu-garcia,208890
Christopher Jullien,christopher-jullien,201737
Radja Nainggolan,radja-nainggolan,41982
Tolga Ciğerci,tolga-cigerci,94199
Mauro Boselli,mauro-boselli,40822
Marçal,marcal,137745
Julian Brandt,julian-brandt,187492
Ludovic Baal,ludovic-baal,39913
Nick Viergever,nick-viergever,93081
Jean-Louis Leca,jean-louis-leca,27490
Ahmet Çalık,ahmet-calik,182395
João Cancelo,joao-cancelo,182712
Emre Çolak,emre-colak,77707
Graham Dorrans,graham-dorrans,36608
Jonatan Maidana,jonatan-maidana,39095
Franco Cervi,franco-cervi,341110
Sergey Ignashevich,sergey-ignashevich,9644
Salvatore Sirigu,salvatore-sirigu,25508
Lorenzo Pellegrini,lorenzo-pellegrini,286297
Karl-Johan Johnsson,karl-johan-johnsson,112822
Stefan Aigner,stefan-aigner,35183
Federico Fernández,federico-fernandez,85475
Terence Kongolo,terence-kongolo,152651
Benjamin Mendy,benjamin-mendy,157495
Alan Pulido,alan-pulido,143045
Jordan Ayew,jordan-ayew,108354
Ricardo Esgaio,ricardo-esgaio,139395
Didier Ndong,didier-ndong,210081
Klaas-Jan Huntelaar,klaas-jan-huntelaar,4357
Paulo Victor,paulo-victor,67886
Nuno Pinto,nuno-pinto,48206
Lorenzo Melgarejo,lorenzo-melgarejo,127822
Massimo Gobbi,massimo-gobbi,28020
Georgi Milanov,georgi-milanov,134158
Andreas Beck,andreas-beck,31182
Marcelo,marcelo,44501
Kevin Wimmer,kevin-wimmer,122675
Felipe Anderson,felipe-anderson,159372
Federico Carrizo,federico-carrizo,148710
Dennis Diekmeier,dennis-diekmeier,42044
Thabo Matlaba,thabo-matlaba,160649
Yasin Öztekin,yasin-oztekin,31867
Çağlar Söyüncü,caglar-soyuncu,320141
Guillermo Maripán,guillermo-maripan,249730
Christian Fuchs,christian-fuchs,6636
Carlos Bacca,carlos-bacca,119235
Yacouba Sylla,yacouba-sylla,160080
Carles Planas,carles-planas,66099
Diafra Sakho,diafra-sakho,120610
Tom Ince,tom-ince,157368
Modou Barrow,modou-barrow,189070
Kiko Casilla,kiko-casilla,27486
Alejandro Gómez,alejandro-gomez,54459
Emanuele Giaccherini,emanuele-giaccherini,84835
Tonny Vilhena,tonny-vilhena,182581
Farid Díaz,farid-diaz,74623
Yohan Cabaye,yohan-cabaye,29434
Pirmin Schwegler,pirmin-schwegler,14533
Jetro Willems,jetro-willems,146258
Tim Howard,tim-howard,4267
Leonardo Bittencourt,leonardo-bittencourt,93844
Omar Mascarell,omar-mascarell,142031
Jozy Altidore,jozy-altidore,39378
Javier Pinola,javier-pinola,7358
Luca Caldirola,luca-caldirola,88680
Loïc Perrin,loic-perrin,22390
Maxime Gonalons,maxime-gonalons,60542
Jaime Valdés,jaime-valdes,22131
Nicolas Penneteau,nicolas-penneteau,5578
Manu García,manu-garcia,277118
Davy Klaassen,davy-klaassen,182932
Maxime Le Marchand,maxime-le-marchand,60558
Ryan Bertrand,ryan-bertrand,40611
Casemiro,casemiro,16306
Fernando Zampedri,fernando-zampedri,104006
Tiago Volpi,tiago-volpi,227671
Erik Sviatchenko,erik-sviatchenko,48907
Shkëlzen Gashi,shkelzen-gashi,32704
Víctor Ibarbo,victor-ibarbo,92141
Timo Baumgartl,timo-baumgartl,187491
Nélson Oliveira,nelson-oliveira,72768
Steven Zuber,steven-zuber,68033
Leandro Paredes,leandro-paredes,166237
Gonzalo Rodríguez,gonzalo-rodriguez,19998
Mike van der Hoorn,mike-van-der-hoorn,187105
Renato Steffen,renato-steffen,194638
Yoric Ravet,yoric-ravet,82461
Jesús Corona,jesus-corona,125165
Rubén García,ruben-garcia,213260
Serge Gnabry,serge-gnabry,159471
Yu Kobayashi,yu-kobayashi,138260
Viktor Fischer,viktor-fischer,95755
Steven Berghuis,steven-berghuis,129554
Sebastián Cristóforo,sebastian-cristoforo,188157
Glenn Whelan,glenn-whelan,12124
Giampaolo Pazzini,giampaolo-pazzini,19447
Leonardo Pavoletti,leonardo-pavoletti,64793
Miguel Lopes,miguel-lopes,59248
Lindsay Rose,lindsay-rose,135490
Mathieu Coutadeur,mathieu-coutadeur,39914
Claudio Beauvue,claudio-beauvue,58818
Pierre Lees-Melou,pierre-lees-melou,377393
Fabian Lustenberger,fabian-lustenberger,42203
Ricardo Ferreira,ricardo-ferreira,151205
Adnane Tighadouini,adnane-tighadouini,185570
Kévin Théophile-Catherine,kevin-theophile-catherine,60603
Diego Rico,diego-rico,249513
Iván Cuéllar,ivan-cuellar,27493
Sergio Asenjo,sergio-asenjo,51710
Nacho Cases,nacho-cases,89473
Sacha Kljestan,sacha-kljestan,39475
Javier Hernández,javier-hernandez,719927
Thomas Müller,thomas-muller,58358
Wylan Cyprien,wylan-cyprien,182889
Diego Alves,diego-alves,42373
Omar Elabdellaoui,omar-elabdellaoui,121404
Titi,titi,55250
Stipe Perica,stipe-perica,245072
Besart Berisha,besart-berisha,17257
Zeca,zeca,131161
Kara Mbodj,kara-mbodj,141828
Oribe Peralta,oribe-peralta,53563
Clemens Fritz,clemens-fritz,1277
Simon Francis,simon-francis,13573
Konstantinos Laifis,konstantinos-laifis,121570
Vincent Enyeama,vincent-enyeama,37760
Renato Neto,renato-neto,112990
Arkadiusz Milik,arkadiusz-milik,191891
Andrea Raggi,andrea-raggi,28845
Jean Michaël Seri,jean-michael-seri,178614
Pedro,pedro,65278
Duván Zapata,duvan-zapata,73794
Vitolo,vitolo,67082
Diego Capel,diego-capel,27471
Aziz Behich,aziz-behich,136834
Santi Mina,santi-mina,255653
Holger Badstuber,holger-badstuber,54659
Mikel San José,mikel-san-jose,52469
Renato Santos,renato-santos,118330
James Sánchez,james-sanchez,157157
Daniel Schwaab,daniel-schwaab,38434
Alireza Jahanbakhsh,alireza-jahanbakhsh,213268
Rodrigo Moledo,rodrigo-moledo,119434
Jeffrey Bruma,jeffrey-bruma,88721
Gaël Kakuta,gael-kakuta,74297
Dom Dwyer,dom-dwyer,105185
Isaac Becerra,isaac-becerra,56540
Sergio Álvarez,sergio-alvarez,45912
Gregory van der Wiel,gregory-van-der-wiel,45548
Stanislav Kritsyuk,stanislav-kritsyuk,98547
Marco Parolo,marco-parolo,84545
Ömer Toprak,omer-toprak,43512
Gonzalo Castro,gonzalo-castro,28947
Ederson,ederson,238223
Xherdan Shaqiri,xherdan-shaqiri,86792
Juan Fernando Quintero,juan-fernando-quintero,122582
Carlos Villanueva,carlos-villanueva,53164
Jordy Clasie,jordy-clasie,104223
Francesco Totti,francesco-totti,5958
Ridgeciano Haps,ridgeciano-haps,228444
Kwadwo Asamoah,kwadwo-asamoah,63531
Alexander Tettey,alexander-tettey,12384
Guilherme,guilherme,54160
Leon Goretzka,leon-goretzka,153084
Niklas Stark,niklas-stark,162434
Fabricio Coloccini,fabricio-coloccini,6150
Gastón Lezcano,gaston-lezcano,195740
Daniel Caligiuri,daniel-caligiuri,38410
Jelle Van Damme,jelle-van-damme,4323
Gaëtan Bussmann,gaetan-bussmann,127177
Dele Alli,dele-alli,207929
Jason,jason,263860
Şener Özbayraklı,sener-ozbayrakli,169873
Óscar Cardozo,oscar-cardozo,45865
Julian Palmieri,julian-palmieri,45237
Jerry Mbakogu,jerry-mbakogu,130382
Simone Missiroli,simone-missiroli,35747
Valentin Eysseric,valentin-eysseric,126687
Clément Chantôme,clement-chantome,43458
Curtis Davies,curtis-davies,18227
Jorge Benítez,jorge-benitez,160139
Alexander Szymanowski,alexander-szymanowski,217728
Benjamin Jeannot,benjamin-jeannot,111048
Raheem Lawal,raheem-lawal,127768
Paul-José Mpoku,paul-jose-mpoku,73846
Kenedy,kenedy,281404
Mateo Musacchio,mateo-musacchio,45653
Marcel Tisserand,marcel-tisserand,170463
Robert Huth,robert-huth,2998
Dominik Kohr,dominik-kohr,118847
Enzo Pérez,enzo-perez,56066
Alex Telles,alex-telles,255755
Maikel van der Werff,maikel-van-der-werff,81778
Ebenezer Ofori,ebenezer-ofori,262597
Fernando Monetti,fernando-monetti,69815
Luiz Adriano,luiz-adriano,48974
Vito Mannone,vito-mannone,33781
Dalbert,dalbert,312862
Andreas Granqvist,andreas-granqvist,29213
Ashkan Dejagah,ashkan-dejagah,13979
Jean-Sylvain Babin,jean-sylvain-babin,45256
Gaetano Letizia,gaetano-letizia,160560
Modibo Diakité,modibo-diakite,41749
Pablo Fornals,pablo-fornals,357885
Éver Banega,ever-banega,12249
Darlington Nagbe,darlington-nagbe,173489
Abdoulaye Ba,abdoulaye-ba,106837
Koen Casteels,koen-casteels,108880
Otávio,otavio,231289
Thorgan Hazard,thorgan-hazard,102226
Wilmar Barrios,wilmar-barrios,257668
Federico Bernardeschi,federico-bernardeschi,197300
Thomas Lemar,thomas-lemar,205562
Filipe Augusto,filipe-augusto,212899
Esteban Cambiasso,esteban-cambiasso,7520
José Rodríguez,jose-rodriguez,165012
Eduardo Salvio,eduardo-salvio,84535
Daniel Brosinski,daniel-brosinski,43984
Philipp Bargfrede,philipp-bargfrede,42033
Ben Foster,ben-foster,13572
Tarantini,tarantini,34077
Marcelo,marcelo,44501
Vitinho,vitinho,213605
Michail Antonio,michail-antonio,104124
Daniel Díaz,daniel-diaz,735492
Mikel Rico,mikel-rico,51474
Nani,nani,33706
Vangelis Moras,vangelis-moras,9850
Jorge Moreira,jorge-moreira,139439
Samir Nasri,samir-nasri,18935
Rod Fanni,rod-fanni,5477
Atiba Hutchinson,atiba-hutchinson,16101
Petros Mantalos,petros-mantalos,128011
William Tesillo,william-tesillo,137840
Lukas Hinterseer,lukas-hinterseer,59054
Ross McCormack,ross-mccormack,29006
Alan Patrick,alan-patrick,104505
Bakary Koné,bakary-kone,57186
Valeri Qazaishvili,valeri-qazaishvili,156115
Koke,koke,74229
Christian Atsu,christian-atsu,186997
Gaëtan Laborde,gaetan-laborde,181378
Mário Fernandes,mario-fernandes,102740
Sebastián Dubarbier,sebastian-dubarbier,55866
Florin Andone,florin-andone,177065
Cédric Carrasso,cedric-carrasso,5308
Marlon Santos,marlon-santos,1083963
Jefferson Lerma,jefferson-lerma,262980
Borja Mayoral,borja-mayoral,298976
Jérémy Mathieu,jeremy-mathieu,5404
Mitchell Weiser,mitchell-weiser,119211
Carlos Vela,carlos-vela,35773
Dani Alves,dani-alves,15951
Victor Wanyama,victor-wanyama,77760
Oumar Niasse,oumar-niasse,209781
Thomas Mangani,thomas-mangani,18934
Leander Dendoncker,leander-dendoncker,168157
Kamil Grosicki,kamil-grosicki,37920
Oussama Assaidi,oussama-assaidi,57275
Konstantinos Fortounis,konstantinos-fortounis,157539
Dejan Lovren,dejan-lovren,37838
Andrea Poli,andrea-poli,44834
Federico Melchiorri,federico-melchiorri,46060
Benik Afobe,benik-afobe,110858
Luciano Lollo,luciano-lollo,76153
Roberto Torres,roberto-torres,63056
Miguel Almirón,miguel-almiron,272999
Darijo Srna,darijo-srna,14942
Erwin Mulder,erwin-mulder,56631
Pablo Zabaleta,pablo-zabaleta,20007
Jack Cork,jack-cork,40613
Daniele De Rossi,daniele-de-rossi,5947
Mattia Destro,mattia-destro,88683
Almog Cohen,almog-cohen,56711
Yuriy Gazinskiy,yuriy-gazinskiy,159957
Glenn Murray,glenn-murray,45693
Luca Cigarini,luca-cigarini,33218
Viktor Vasin,viktor-vasin,60134
Denis Stracqualursi,denis-stracqualursi,92544
Carl Medjani,carl-medjani,8060
Daniele Padelli,daniele-padelli,27807
Vincent Le Goff,vincent-le-goff,120651
Guram Kashia,guram-kashia,55972
Eric Bailly,eric-bailly,286384
Serkan Kırıntılı,serkan-kirintili,16058
Douglas Santos,douglas-santos,220793
Pedro Obiang,pedro-obiang,101213
Yusuf Yazıcı,yusuf-yazici,386726
Fábio Sturgeon,fabio-sturgeon,194641
Neeskens Kebano,neeskens-kebano,111422
Nicolás Burdisso,nicolas-burdisso,3417
Kevin Mirallas,kevin-mirallas,33639
Stephan El Shaarawy,stephan-el-shaarawy,94529
Vincent Laurini,vincent-laurini,94936
Giorgi Loria,giorgi-loria,55976
Zydrunas Karcemarskas,zydrunas-karcemarskas,15676
César Navas,cesar-navas,29056
Wesley Sneijder,wesley-sneijder,4673
Rami Gershon,rami-gershon,125745
Julio Furch,julio-furch,149393
Romain Danzé,romain-danze,39906
Pedro León,pedro-leon,51587
Filip Helander,filip-helander,198067
John Guidetti,john-guidetti,98596
Silvan Widmer,silvan-widmer,168989
Damián Pérez,damian-perez,71106
Michael Rensing,michael-rensing,2421
Toni Leistner,toni-leistner,86916
Sergio León,sergio-leon,145769
Gökhan Töre,gokhan-tore,82130
Glen Johnson,glen-johnson,3881
Gastón Ramírez,gaston-ramirez,123742
Domenico Berardi,domenico-berardi,177843
Nico Schulz,nico-schulz,85867
Tomás Pina,tomas-pina,139895
Grégory Sertic,gregory-sertic,81386
Albert Adomah,albert-adomah,83430
