Name,Query,TransfermarktId
Alexander Sørloth,alexander-sorloth,238407
Axel Tuanzebe,axel-tuanzebe,342046
Waylon Francis,waylon-francis,211587
Nicolás Bertolo,nicolas-bertolo,52903
Jacob Murphy,jacob-murphy,199527
Dean Furman,dean-furman,39878
Toni Dovale,toni-dovale,119878
Issam Chebake,issam-chebake,332049
Marvin Sordell,marvin-sordell,120599
Carlos Rivas,carlos-rivas,227390
Diego de Buen,diego-de-buen,102708
Diego Sánchez,diego-sanchez,663950
Lewis McGugan,lewis-mcgugan,49399
Luciano Perdomo,luciano-perdomo,408426
Sebastián Prediger,sebastian-prediger,61504
Pieter Gerkens,pieter-gerkens,183383
Nery Leyes,nery-leyes,280204
Cédric Hountondji,cedric-hountondji,198709
Isaac Hayden,isaac-hayden,206225
Michael Lumb,michael-lumb,48867
Soner Aydoğdu,soner-aydogdu,85291
Simeon Slavchev,simeon-slavchev,169006
Julio César Domínguez,julio-cesar-dominguez,53180
Patrik Carlgren,patrik-carlgren,190280
Patrick Roberts,patrick-roberts,225452
Francisco Torres,francisco-torres,52623
Ariel Cólzera,ariel-colzera,19959
Tosaint Ricketts,tosaint-ricketts,94579
Andrey Galabinov,andrey-galabinov,67639
Harrison Reed,harrison-reed,226973
Niall McGinn,niall-mcginn,68321
Conor Coady,conor-coady,128901
Sebastián Varas,sebastian-varas,82226
André Santos,andre-santos,54275
Mikael Ishak,mikael-ishak,153637
Stephen Quinn,stephen-quinn,43266
Alain Rochat,alain-rochat,4843
Tomás Pochettino,tomas-pochettino,348354
Jay Fulton,jay-fulton,171260
Xavi Molina,xavi-molina,132632
Edgar Manucharyan,edgar-manucharyan,29258
Marwane Saadane,marwane-saadane,210009
César Carrillo,cesar-carrillo,362886
Alex Castro,alex-castro,1093443
Oliver Bozanic,oliver-bozanic,43117
Renan Foguinho,renan-foguinho,68443
Alessandro Iacobucci,alessandro-iacobucci,104290
Emil Salomonsson,emil-salomonsson,75429
Iven Austbø,iven-austbo,26748
Diego Torres,diego-torres,704475
Teddy Chevalier,teddy-chevalier,57514
Kristof Van Hout,kristof-van-hout,52506
Marc Vidal,marc-vidal,123160
Florent Hadergjonaj,florent-hadergjonaj,238809
Michael Pérez,michael-perez,249112
Yosuke Fujigaya,yosuke-fujigaya,79393
Rafa Navarro,rafa-navarro,351746
Antonio Nocerino,antonio-nocerino,22203
Bismar Acosta,bismar-acosta,122679
Miroslav Lobantsev,miroslav-lobantsev,207518
Luke Freeman,luke-freeman,66923
Ferland Mendy,ferland-mendy,291417
Tom Van Hyfte,tom-van-hyfte,22372
David de Paula,david-de-paula,35556
Arghus,arghus,190168
Tim Leibold,tim-leibold,185699
Arnold Origi,arnold-origi,62019
Aleksandar Sedlar,aleksandar-sedlar,237499
Shunki Takahashi,shunki-takahashi,79384
Osayamen Osawe,osayamen-osawe,173593
Alexander Grünwald,alexander-grunwald,34763
Mix Diskerud,mix-diskerud,103559
Jherson Vergara,jherson-vergara,262972
Mark-Jan Fledderus,mark-jan-fledderus,6853
Chris Taylor,chris-taylor,223602
Fernando Ferreira,fernando-ferreira,190553
Diego Silva,diego-silva,62090
Yvan Erichot,yvan-erichot,111011
Nuru Suley,nuru-suley,266340
Yohan Boli,yohan-boli,280700
Rafael Amorim,rafael-amorim,175601
Martin Konczkowski,martin-konczkowski,258799
Ovidiu Hoban,ovidiu-hoban,81484
Carlos Labrín,carlos-labrin,89783
Rubén Farfán,ruben-farfan,265470
Chris Tierney,chris-tierney,105999
Roberto Crivello,roberto-crivello,130348
Romario Benzar,romario-benzar,164231
Tito,tito,128295
Djamel Bakar,djamel-bakar,49872
Federico Mattiello,federico-mattiello,200194
Leonel Di Plácido,leonel-di-placido,322843
William Rémy,william-remy,89637
Julian Jeanvier,julian-jeanvier,134277
Ferhat Görgülü,ferhat-gorgulu,120050
Arne Feick,arne-feick,38609
Deiver Machado,deiver-machado,332560
Mohamed Fares,mohamed-fares,895285
Carlos Díaz,carlos-diaz,1223053
Luke Chambers,luke-chambers,670861
Antonio Medina,antonio-medina,119676
Luciano Slagveer,luciano-slagveer,187298
Marcelo Hermes,marcelo-hermes,348769
Anders Lindegaard,anders-lindegaard,22491
Paddy McCourt,paddy-mccourt,43925
Christoph Monschein,christoph-monschein,300095
Gonzalo Prósperi,gonzalo-prosperi,26718
Cédric Varrault,cedric-varrault,5543
Romain Vincelot,romain-vincelot,45110
Ezequiel Unsain,ezequiel-unsain,337600
Franco Colela,franco-colela,422394
Dalibor Veselinović,dalibor-veselinovic,46185
Marco Calderoni,marco-calderoni,75327
Pedro Pereira,pedro-pereira,314965
Olmo,olmo,56599
Tim Skarke,tim-skarke,287920
Niki Mäenpää,niki-maenpaa,12359
Artem Fidler,artem-fidler,47217
Prince Oniangué,prince-oniangue,60578
Umut Sönmez,umut-sonmez,156713
Leonardo Sánchez,leonardo-sanchez,56045
Maximiliano Coronel,maximiliano-coronel,125082
Dmitriy Zhivoglyadov,dmitriy-zhivoglyadov,178335
Igor Stefanović,igor-stefanovic,46991
Jacopo Dezi,jacopo-dezi,165531
Gboly Ariyibi,gboly-ariyibi,226958
Haydar Yılmaz,haydar-yilmaz,145025
Laurent Jans,laurent-jans,163724
Herman Stengel,herman-stengel,183588
Gastón Díaz,gaston-diaz,68748
Pedro Rebocho,pedro-rebocho,197860
Stuart Taylor,stuart-taylor,3190
Julian Pollersbeck,julian-pollersbeck,228975
Jair,jair,224104
Francisco Pizzini,francisco-pizzini,213122
Édison Toloza,edison-toloza,74111
Joaquín Arzura,joaquin-arzura,288005
Stef Nijland,stef-nijland,57087
Iván Alejo,ivan-alejo,281755
Brayan Beckeles,brayan-beckeles,171043
Juan Carlos Paredes,juan-carlos-paredes,100507
Nili Perdomo,nili-perdomo,282671
Yanni Regäsel,yanni-regasel,170522
Tomás Andrade,tomas-andrade,389152
Luca Valzania,luca-valzania,287663
Pedro Moreira,pedro-moreira,64371
Rodrigo Bentancur,rodrigo-bentancur,354362
Suleiman Abdullahi,suleiman-abdullahi,356118
Clément Tainmont,clement-tainmont,102679
Julio Álvarez,julio-alvarez,7991
Esteban González,esteban-gonzalez,733543
Igor Rossi,igor-rossi,130616
Edson Braafheid,edson-braafheid,16731
James Maddison,james-maddison,294057
Roman Bezus,roman-bezus,97567
Leandro Trossard,leandro-trossard,144028
Jens Naessens,jens-naessens,147265
Patrick Bamford,patrick-bamford,183334
Héctor Urrego,hector-urrego,233055
Yosuke Ideguchi,yosuke-ideguchi,318219
Julien De Sart,julien-de-sart,129592
Anier Figueroa,anier-figueroa,140003
Ryan Sanusi,ryan-sanusi,202380
Adil Auassar,adil-auassar,56381
Serge N'Guessan,serge-nguessan,263294
Franco Arizala,franco-arizala,77199
Jonas Knudsen,jonas-knudsen,144904
Ángel Sepúlveda,angel-sepulveda,160700
Kike Sola,kike-sola,51532
Francisco Mattia,francisco-mattia,213542
Oscar Díaz,oscar-diaz,1116328
Frédéric Bulot,frederic-bulot,111005
John Lundstram,john-lundstram,156941
Sebastian Freis,sebastian-freis,25468
Matt Polster,matt-polster,354613
Sonny Kittel,sonny-kittel,78950
Joe Mason,joe-mason,120706
Kiko,kiko,212713
Nuno Lopes,nuno-lopes,157818
Marco Pérez,marco-perez,76648
Lucas Menossi,lucas-menossi,225481
Igor Lichnovsky,igor-lichnovsky,209513
Guillermo Pacheco,guillermo-pacheco,138998
Christopher Telo,christopher-telo,49158
Leandro,leandro,30414
Queensy Menig,queensy-menig,225339
Raphael Schäfer,raphael-schafer,1150
Kevin Rendón,kevin-rendon,213576
Mauro Cetto,mauro-cetto,5501
Tobias Levels,tobias-levels,31216
Dorian Dessoleil,dorian-dessoleil,182424
Kris Boyd,kris-boyd,12729
Eleazar Rodgers,eleazar-rodgers,112905
Parfait Mandanda,parfait-mandanda,86055
Dinei,dinei,55453
Georgiy Dzhikiya,georgiy-dzhikiya,185024
Karim Aït-Fana,karim-ait-fana,57337
Dennis Flinta,dennis-flinta,37227
João Góis,joao-gois,292736
Kevin Nolan,kevin-nolan,3950
Ryota Oshima,ryota-oshima,164264
Pasquale Fazio,pasquale-fazio,123641
Yonathan Cabral,yonathan-cabral,318819
Jonathan Ligali,jonathan-ligali,127140
David López,david-lopez,129444
Robin Pröpper,robin-propper,202788
Xiscu Martínez,xiscu-martinez,476604
Stian Ringstad,stian-ringstad,107667
Jorge Teixeira,jorge-teixeira,59791
Maikon Leite,maikon-leite,77389
Tom Bradshaw,tom-bradshaw,139781
Fran Rodríguez,fran-rodriguez,283684
Andrés Rentería,andres-renteria,233007
Maximiliano Pérez,maximiliano-perez,84335
Demar Phillips,demar-phillips,58323
Duncan Watmore,duncan-watmore,248045
Simone Romagnoli,simone-romagnoli,88706
Régis Gurtner,regis-gurtner,39918
Hauke Wahl,hauke-wahl,154147
Daniel Álvarez,daniel-alvarez,347575
Josh Windass,josh-windass,280813
Edu Machado,edu-machado,144927
Sherif Ekramy,sherif-ekramy,30896
Joris Gnagnon,joris-gnagnon,378954
Gabriel Gómez,gabriel-gomez,52028
Davide Biraschi,davide-biraschi,199927
Trent Alexander-Arnold,trent-alexander-arnold,314353
Ethan Finlay,ethan-finlay,212949
Jimmy Medranda,jimmy-medranda,283624
Jack Hobbs,jack-hobbs,33895
Kaan Ayhan,kaan-ayhan,119031
Loris Benito,loris-benito,119085
Nicolás Benedetti,nicolas-benedetti,382836
Facundo Pereyra,facundo-pereyra,123497
Erkan Kaş,erkan-kas,165711
Lucas Lima,lucas-lima,232847
Michael Zullo,michael-zullo,55444
Denis Tonucci,denis-tonucci,60732
Lautaro Rinaldi,lautaro-rinaldi,283602
Mauricio Carrasco,mauricio-carrasco,69801
Cícero,cicero,17663
Kamil Agalarov,kamil-agalarov,86596
Alan Uryga,alan-uryga,187945
Rafidine Abdullah,rafidine-abdullah,215652
Fernando,fernando,51174
Sunny,sunny,51479
Simy,simy,194549
Sergey Chernik,sergey-chernik,129561
Mihail Aleksandrov,mihail-aleksandrov,49035
Jean-Kévin Duverne,jean-kevin-duverne,344864
Luis Carlos Murillo,luis-carlos-murillo,173299
Miguel Murillo,miguel-murillo,262639
Joel Lynch,joel-lynch,33070
Michael Ríos,michael-rios,119418
José Juan,jose-juan,309172
Lee Evans,lee-evans,221446
Saidy Janko,saidy-janko,196435
Rúper,ruper,63012
Vyacheslav Krotov,vyacheslav-krotov,187460
Michelangelo Albertazzi,michelangelo-albertazzi,56841
Marquinhos Pedroso,marquinhos-pedroso,218352
Aydın Yılmaz,aydin-yilmaz,37736
Khaled Ayari,khaled-ayari,69094
Fredrik Gulbrandsen,fredrik-gulbrandsen,110708
Johan Dahlin,johan-dahlin,41653
Léo Itaperuna,leo-itaperuna,57503
Drew Moor,drew-moor,39503
Dimitri Bisoli,dimitri-bisoli,163216
Jordan Obita,jordan-obita,158816
Sebastián Ubilla,sebastian-ubilla,136903
Robert Mühren,robert-muhren,186763
Marcos Gullón,marcos-gullon,73254
Marcel de Jong,marcel-de-jong,16968
Diederik Boer,diederik-boer,7288
Axel Bellinghausen,axel-bellinghausen,6457
Alexis Niz,alexis-niz,133915
Eduardo Neto,eduardo-neto,73094
Alan Alegre,alan-alegre,238117
Valeriy Luchkevych,valeriy-luchkevych,248934
Ivan Runje,ivan-runje,109012
Jonathan Ring,jonathan-ring,180137
Khalid Boutaïb,khalid-boutaib,231941
Yekta Kurtuluş,yekta-kurtulus,63204
Manu Herrera,manu-herrera,59343
René Vollath,rene-vollath,40520
Dillon Serna,dillon-serna,189902
Christian Ramos,christian-ramos,84506
Roman Pavlyuchenko,roman-pavlyuchenko,15072
Adrien Hunou,adrien-hunou,203507
Nathan Thompson,nathan-thompson,79725
Rodrigo Erramuspe,rodrigo-erramuspe,112091
Matt Gilks,matt-gilks,48254
Mauro Cejas,mauro-cejas,58527
Andrés Correa,andres-correa,177973
Daniel Royer,daniel-royer,74762
Mateo Figoli,mateo-figoli,50890
Daniel Bessa,daniel-bessa,140757
Erwin Hoffer,erwin-hoffer,25785
Rodrigo Ely,rodrigo-ely,176140
Ruben Loftus-Cheek,ruben-loftus-cheek,202886
Badra Ali Sangaré,badra-ali-sangare,182313
Benjamin Bourigeaud,benjamin-bourigeaud,266359
Eddy Gnahoré,eddy-gnahore,168933
Paul Bernardoni,paul-bernardoni,318507
Samir Saad,samir-saad,493173
Roberto Gutiérrez,roberto-gutierrez,64783
Marc Burch,marc-burch,39455
Jamie Mackie,jamie-mackie,15929
Matthew Rusike,matthew-rusike,190303
Florian Ballas,florian-ballas,110885
Ricardo Faty,ricardo-faty,33953
Jone Samuelsen,jone-samuelsen,26757
Luis Robles,luis-robles,53046
Rafa Mir,rafa-mir,361254
Diego Oliveira,diego-oliveira,201443
Franck Signorino,franck-signorino,12101
Sergey Kornilenko,sergey-kornilenko,15881
Jorge Villafaña,jorge-villafana,59531
Juan Carlos Blengio,juan-carlos-blengio,53095
Hassan Yebda,hassan-yebda,12351
Bobby Reid,bobby-reid,774793
Xavier Mercier,xavier-mercier,190146
Gino Coutinho,gino-coutinho,6931
Dominic Oduro,dominic-oduro,257406
Jeffry Fortes,jeffry-fortes,102660
Francesco Della Rocca,francesco-della-rocca,56889
Felipe,felipe,156501
Federico González,federico-gonzalez,77380
Pape Maly Diamanka,pape-maly-diamanka,176610
Fabio Pisacane,fabio-pisacane,101922
Montoro,montoro,705978
Philippe Senderos,philippe-senderos,4277
Jörg Siebenhandl,jorg-siebenhandl,59009
John Welsh,john-welsh,3313
David Drocco,david-drocco,110290
Kim Aabech,kim-aabech,44573
Javier Parraguez,javier-parraguez,181558
Anthony Gerrard,anthony-gerrard,25388
Pascal Köpke,pascal-kopke,193877
Shea Salinas,shea-salinas,80670
Cem Özdemir,cem-ozdemir,170442
Slimane Sissoko,slimane-sissoko,126704
Pedro Muñoz,pedro-munoz,72314
Matteo Contini,matteo-contini,25318
Brek Shea,brek-shea,71107
Morten Rasmussen,morten-rasmussen,45219
Caolan Lavery,caolan-lavery,127983
Darwin Cerén,darwin-ceren,229330
Luismi,luismi,357614
Herolind Shala,herolind-shala,125751
Richard Sukuta-Pasu,richard-sukuta-pasu,53455
Callum Booth,callum-booth,84979
Scott Allan,scott-allan,60904
Raúl Osorio,raul-osorio,319474
Hugo Álvarez,hugo-alvarez,892929
Nicolás Aguirre,nicolas-aguirre,88166
Ilsinho,ilsinho,52937
Bruno Santos,bruno-santos,333633
Chris Cohen,chris-cohen,15835
Emiliano Papa,emiliano-papa,30820
Adam Armstrong,adam-armstrong,250426
Cheick Keita,cheick-keita,330289
Abdülkadir Ömür,abdulkadir-omur,271495
Mustapha Carayol,mustapha-carayol,61906
Xavier Chavalerin,xavier-chavalerin,118278
Ricardo Vaz Tê,ricardo-vaz-te,9413
Hervin Ongenda,hervin-ongenda,182910
Federico Crivelli,federico-crivelli,357334
Peter Kurzweg,peter-kurzweg,161936
James Wilson,james-wilson,214104
Jessy Pi,jessy-pi,170460
Andrew Davies,andrew-davies,3869
Johann Carrasso,johann-carrasso,57367
Tiago Caeiro,tiago-caeiro,172137
Marco Romizi,marco-romizi,57659
Mattia Vitale,mattia-vitale,291432
Dorin Rotariu,dorin-rotariu,250573
Pascal Stenzel,pascal-stenzel,195246
Abdelrafik Gérard,abdelrafik-gerard,164930
Niklas Backman,niklas-backman,75453
Bruno Martella,bruno-martella,164108
Kalvin Phillips,kalvin-phillips,351749
Oliver Kragl,oliver-kragl,56513
Maximiliano Urruti,maximiliano-urruti,193781
Javier Salas,javier-salas,228255
Abdoulaye Touré,abdoulaye-toure,181382
Benjamin Pavard,benjamin-pavard,353366
Ignacio Pussetto,ignacio-pussetto,283528
Alex Gilbey,alex-gilbey,238440
Lukas Spendlhofer,lukas-spendlhofer,126114
César Pinares,cesar-pinares,61856
Kevin Salazar,kevin-salazar,421012
Barış Yardımcı,baris-yardimci,91948
Petar Skuletic,petar-skuletic,58295
Hördur Magnússon,hordur-magnusson,130353
Sebastian Lletget,sebastian-lletget,175996
Matteo Fedele,matteo-fedele,111438
Glen Moss,glen-moss,44940
Rico Henry,rico-henry,339556
José Gomes,jose-gomes,305946
Jeroen van der Lely,jeroen-van-der-lely,328959
David Horst,david-horst,108746
Jérôme Le Moigne,jerome-le-moigne,39893
Wil Trapp,wil-trapp,199559
Arkadiusz Malarz,arkadiusz-malarz,24515
Felipe,felipe,156501
Christoph Schösswendter,christoph-schosswendter,68379
Michael Parensen,michael-parensen,18533
Adam Le Fondre,adam-le-fondre,46106
Matías Escudero,matias-escudero,267893
Flavio Ciampichetti,flavio-ciampichetti,348332
Ben Pearson,ben-pearson,183302
Humberto Osorio,humberto-osorio,84133
Vladimir Koman,vladimir-koman,49719
Gabriele Perico,gabriele-perico,28817
Quirin Moll,quirin-moll,87190
Simon Gustafson,simon-gustafson,255474
Dimitri Cavaré,dimitri-cavare,278553
Jason Geria,jason-geria,185175
João Nunes,joao-nunes,198021
Patric Klandt,patric-klandt,2154
César Mena,cesar-mena,147097
Ali Ahamada,ali-ahamada,126767
Carlos Strandberg,carlos-strandberg,252689
Mário Felgueiras,mario-felgueiras,59000
Steven Whittaker,steven-whittaker,12704
Elias Kachunga,elias-kachunga,49501
Dariusz Formella,dariusz-formella,225865
Elliott Ward,elliott-ward,15838
David Haro,david-haro,205274
Luis Ibáñez,luis-ibanez,73623
Diego Fabbrini,diego-fabbrini,56903
Alan Baró,alan-baro,64377
Jesús Imaz,jesus-imaz,176423
Simone Sini,simone-sini,110934
Lucas Rodríguez,lucas-rodriguez,380996
Carlos Rodríguez,carlos-rodriguez,739539
Thamsanqa Gabuza,thamsanqa-gabuza,138106
Leonardo Bertone,leonardo-bertone,194975
Fabrice N'Sakala,fabrice-nsakala,86930
Hannes Van Der Bruggen,hannes-van-der-bruggen,110822
Thomas Meißner,thomas-meissner,72505
Frédéric Gounongbe,frederic-gounongbe,128304
Manucho,manucho,64484
Jarlan Barrera,jarlan-barrera,338219
Chris Dagnall,chris-dagnall,67269
Héctor Berríos,hector-berrios,89816
Marco Knaller,marco-knaller,32216
Kristoffer Ajer,kristoffer-ajer,328658
Nabil Aankour,nabil-aankour,303401
Karim Ziani,karim-ziani,25976
Alex Soares,alex-soares,207571
Danny Olsen,danny-olsen,22995
Dean Cox,dean-cox,37484
Mahmoud Hassan,mahmoud-hassan,436624
Florian Dick,florian-dick,4979
Raffaele Di Gennaro,raffaele-di-gennaro,70580
Souleymane Camara,souleymane-camara,5303
Rúnar Már Sigurjónsson,runar-mar-sigurjonsson,90008
Gustavo Mencia,gustavo-mencia,139438
Yoshiaki Komai,yoshiaki-komai,171936
Gennaro Sardo,gennaro-sardo,21770
Clément Michelin,clement-michelin,318520
Ilie Sánchez,ilie-sanchez,65298
Olivier Boscagli,olivier-boscagli,318508
Fabián Cubero,fabian-cubero,26438
Juan Carlos Valenzuela,juan-carlos-valenzuela,53065
Andrew Jacobson,andrew-jacobson,67651
Pablo Valcarce,pablo-valcarce,365313
Jackson Mabokgwane,jackson-mabokgwane,109978
Mohamed El Makrini,mohamed-el-makrini,56375
Lynden Gooch,lynden-gooch,307781
Vincent Marchetti,vincent-marchetti,374040
Marc Navarro,marc-navarro,335245
Meyong,meyong,1321849
Rani Khedira,rani-khedira,124410
Mehdi Zeffane,mehdi-zeffane,118303
Marvell Wynne,marvell-wynne,39393
Greg Stewart,greg-stewart,156775
Dzon Delarge,dzon-delarge,192801
Moussa Doumbia,moussa-doumbia,316137
Simon Kroon,simon-kroon,189989
Sean Franklin,sean-franklin,73114
Ruben Schaken,ruben-schaken,31453
Serdar Dursun,serdar-dursun,80059
Alexis Castro,alexis-castro,364602
Levi García,levi-garcia,354587
Stefano Celozzi,stefano-celozzi,33729
Vadim Afonin,vadim-afonin,247248
Uygar Zeybek,uygar-zeybek,301840
Daniel Adlung,daniel-adlung,31469
Andy Halliday,andy-halliday,59543
Wojciech Golla,wojciech-golla,161314
Neri Cardozo,neri-cardozo,19955
William,william,341710
Alexander Merkel,alexander-merkel,86926
Armando Vargas,armando-vargas,312834
Mihály Korhut,mihaly-korhut,105776
Christian Bolaños,christian-bolanos,38163
Tokelo Rantie,tokelo-rantie,198495
John Mousinho,john-mousinho,48371
Rhys Williams,rhys-williams,503679
David Raven,david-raven,27980
Marc Kibong Mbamba,marc-kibong-mbamba,86620
Steven Vitória,steven-vitoria,54716
Iván Etevenaux,ivan-etevenaux,180971
Gabriel Carabajal,gabriel-carabajal,280157
Daniele Verde,daniele-verde,256361
Stephen Darby,stephen-darby,29933
Ricardo Clark,ricardo-clark,39840
Khalifa Sankaré,khalifa-sankare,51288
Aarón Ñíguez,aaron-niguez,57943
Erick Torres,erick-torres,667726
Ryan Bennett,ryan-bennett,67252
Rodrigo,rodrigo,131505
Tom Beugelsdijk,tom-beugelsdijk,151494
Scott Brown,scott-brown,12688
Osvaldo Bosso,osvaldo-bosso,209815
Federico Ceccherini,federico-ceccherini,163639
Andrea Cocco,andrea-cocco,35719
Danny Hylton,danny-hylton,92809
William Twala,william-twala,213063
Michele Fornasier,michele-fornasier,141654
Jérôme Hergault,jerome-hergault,314912
Clemens Schoppenhauer,clemens-schoppenhauer,89522
Craig Slater,craig-slater,130729
Alexandre Mendy,alexandre-mendy,290561
Ariel Borysiuk,ariel-borysiuk,53719
Vagner,vagner,353211
Dirk Marcellis,dirk-marcellis,31025
Ashtone Morgan,ashtone-morgan,164559
Doke Schmidt,doke-schmidt,195359
Antoñito,antonito,7715
Yoshifumi Kashiwa,yoshifumi-kashiwa,141479
Jonathan Mensah,jonathan-mensah,110622
Fede Vico,fede-vico,162079
Dorian Dervite,dorian-dervite,32029
Jan Rosenthal,jan-rosenthal,31173
Cristiano,cristiano,33739
Brian Torrealba,brian-torrealba,352340
Andrew Hjulsager,andrew-hjulsager,167798
Jay Simpson,jay-simpson,44801
Julian Green,julian-green,161204
Marek Wasiluk,marek-wasiluk,33389
Ignacio Canuto,ignacio-canuto,68199
Omar Merlo,omar-merlo,56032
Donald Djoussé,donald-djousse,87143
Pavel Golyshev,pavel-golyshev,48510
Lucas Ceballos,lucas-ceballos,155923
Jandson,jandson,75149
Sam Baldock,sam-baldock,67211
Kees Luijckx,kees-luijckx,39524
Júnior Díaz,junior-diaz,35383
Lawrence Olum,lawrence-olum,72613
Daniel Pudil,daniel-pudil,35583
Olivier Werner,olivier-werner,13501
Brett Pitman,brett-pitman,48312
Bryan Bergougnoux,bryan-bergougnoux,12132
Angelo Fulgini,angelo-fulgini,250013
Germán Montoya,german-montoya,60361
Osmar Mares,osmar-mares,53562
Fatai Alashe,fatai-alashe,268280
Donny Gorter,donny-gorter,56534
Fernando Cordero,fernando-cordero,80733
Julian von Haacke,julian-von-haacke,117484
Vyacheslav Podberezkin,vyacheslav-podberezkin,207528
Chris Basham,chris-basham,52495
Damiano Zanon,damiano-zanon,110577
Elvis González,elvis-gonzalez,73353
Leonardo Capezzi,leonardo-capezzi,84442
Daniele Buzzegoli,daniele-buzzegoli,35717
Cyrus Christie,cyrus-christie,158623
Julian Michel,julian-michel,118292
Nuno Campos,nuno-campos,234764
Uğurcan Çakır,ugurcan-cakir,292199
Cristian Raimondi,cristian-raimondi,22249
Ruslan Kambolov,ruslan-kambolov,58568
Dionicio Escalante,dionicio-escalante,135858
Arlind Ajeti,arlind-ajeti,159288
Bobby Burling,bobby-burling,50635
Dmitriy Stotskiy,dmitriy-stotskiy,124700
Ángel Reyna,angel-reyna,53829
Michael Gardyne,michael-gardyne,43259
Brandon Thomas,brandon-thomas,251680
Melli,melli,15717
Ismaël Bangoura,ismael-bangoura,34529
Javier Güemez,javier-guemez,164749
Dave Bulthuis,dave-bulthuis,187098
Mustafa Akbaş,mustafa-akbas,98113
Yuji Ono,yuji-ono,155761
Nikita Burmistrov,nikita-burmistrov,49676
Aníbal Capela,anibal-capela,139606
Nicky Law,nicky-law,43265
Rafael Ramos,rafael-ramos,290388
Sebastian Kerk,sebastian-kerk,124517
Sinan Bytyqi,sinan-bytyqi,186790
Bennard Kumordzi,bennard-kumordzi,36586
Wes Brown,wes-brown,3405
Ryoichi Maeda,ryoichi-maeda,27739
Erik Huseklepp,erik-huseklepp,34599
Kévin Bru,kevin-bru,46009
Mamadou Kone,mamadou-kone,410420
Marko Stanković,marko-stankovic,955654
Mustafa Amini,mustafa-amini,138091
Felipe Flores,felipe-flores,22549
Arnold Kruiswijk,arnold-kruiswijk,4634
Isak Ssewankambo,isak-ssewankambo,249118
Daniel Chima Chukwu,daniel-chima-chukwu,146561
José San Román,jose-san-roman,45655
André Danielsen,andre-danielsen,26753
Lucas Pittinari,lucas-pittinari,76964
Igor Martínez,igor-martinez,60779
Matthew Palmer,matthew-palmer,485131
Gary Madine,gary-madine,66994
Vito Wormgoor,vito-wormgoor,45543
Ryan Fredericks,ryan-fredericks,140191
Craig Noone,craig-noone,81202
Ashley Fletcher,ashley-fletcher,289846
Saman Ghoddos,saman-ghoddos,204294
Luis Felipe Gallegos,luis-felipe-gallegos,155054
Nick Marsman,nick-marsman,158104
Mattia Valoti,mattia-valoti,167741
Claudio Bieler,claudio-bieler,63403
Diego Vallejos,diego-vallejos,265499
Ezequiel Rescaldani,ezequiel-rescaldani,164477
Jonathan Pereira,jonathan-pereira,53239
Lucas Pirard,lucas-pirard,168166
Javi Álamo,javi-alamo,164816
Alejandro Meleán,alejandro-melean,178582
Albert Rafetraniaina,albert-rafetraniaina,236783
Tom Lockyer,tom-lockyer,207742
Walter Benítez,walter-benitez,296802
Adrián Ortolá,adrian-ortola,142033
Christian Gartner,christian-gartner,108391
Julio Chiarini,julio-chiarini,140668
Kane Hemmings,kane-hemmings,106641
Takuto Hayashi,takuto-hayashi,126383
Issiaga Sylla,issiaga-sylla,220878
João Afonso,joao-afonso,211107
Haythem Jouini,haythem-jouini,146519
Leonardo Pico,leonardo-pico,213528
Camaldine Abraw,camaldine-abraw,146559
David Vaughan,david-vaughan,14178
Fernando Brandán,fernando-brandan,90060
Jean-Pascal Fontaine,jean-pascal-fontaine,58826
Felipe Sanchón,felipe-sanchon,8160
Dillon Powers,dillon-powers,125698
Mouez Hassen,mouez-hassen,215677
Dankler,dankler,226896
Alejandro Castro,alejandro-castro,73019
Gershon Koffie,gershon-koffie,176986
Lorenzo Venuti,lorenzo-venuti,240219
Keegan Rosenberry,keegan-rosenberry,268302
Tyler Boyd,tyler-boyd,203330
Diego Poyet,diego-poyet,183286
Zsolt Kalmár,zsolt-kalmar,199268
Fran Cruz,fran-cruz,255547
Gordon Greer,gordon-greer,3824
Alex Meret,alex-meret,240414
Ricky Holmes,ricky-holmes,156899
Bruno Perone,bruno-perone,67996
Juan David Valencia,juan-david-valencia,72566
Jaime Córdoba,jaime-cordoba,73766
Andreas Ludwig,andreas-ludwig,67850
Steven Bergwijn,steven-bergwijn,284165
Aldo Rocha,aldo-rocha,242303
Mattia Mustacchio,mattia-mustacchio,56803
Michalis Sifakis,michalis-sifakis,16444
Sascha Mölders,sascha-molders,17689
Shaun Barker,shaun-barker,13468
Rodolfo Salinas,rodolfo-salinas,53830
Jordan Harvey,jordan-harvey,39354
Anastasios Lagos,anastasios-lagos,68418
Xeka,xeka,290256
Rémy Dugimont,remy-dugimont,174304
Wilberto Cosme,wilberto-cosme,91050
Javier Reina,javier-reina,73095
Daniel Halfar,daniel-halfar,16565
Jonas Meffert,jonas-meffert,107574
Sam Lammers,sam-lammers,386914
Nahuel Zárate,nahuel-zarate,262865
Andrea Paolucci,andrea-paolucci,44540
Daniel Buballa,daniel-buballa,109763
Modou Sougou,modou-sougou,33831
Uğur Çiftçi,ugur-ciftci,172163
Fafà Picault,fafa-picault,216683
Fernando Telechea,fernando-telechea,90105
Mateusz Szwoch,mateusz-szwoch,199302
Pietro Iemmello,pietro-iemmello,62735
